hausa,english
"Ku ji wannan, ku dattawa, ku kasa kunne, dukan waɗanda suke zaune a ƙasar. Ko wani abu makamancin haka ya taɓa faruwa a kwanakinku ko a kwanakin kakanninku?","Hear this, you elders, and listen, all you inhabitants of the land! Has this ever happened in your days, or in the days of your fathers?"
"Sai Shawulu ya ce, “Ku gaya wa Dawuda, ‘Sarki ba ya bukatan kuɗin auren ’yarsa, sai dai loɓar Filistiyawa domin ramako a kan abokan gābansa.’ ” Shawulu yana shiri ne domin Dawuda yă fāɗa a hannun Filistiyawa.","Saul said, “Tell David, ‘The king desires no dowry except one hundred foreskins of the Philistines, to be avenged of the king’s enemies.’” Now Saul thought he would make David fall by the hand of the Philistines."
"“ ‘Mutanen Dedan sun yi kasuwanci da ke, bakin teku masu yawa abokan cinikinki ne; sun biya ki da hauren giwa da katakon kanya.",“‘“The men of Dedan traded with you. Many islands were the market of your hand. They brought you horns of ivory and ebony in exchange.
Sa’an nan suka yi masa maganar Ubangiji shi da kuma dukan sauran da suke a gidansa.,"They spoke the word of the Lord to him, and to all who were in his house."
"Sai Rahila ta ce, “Na yi kokawa sosai da ’yar’uwata, na kuwa yi nasara.” Saboda haka ta kira shi Naftali.","Rachel said, “I have wrestled with my sister with mighty wrestlings, and have prevailed.” She named him Naphtali."
"Ko da yake mugaye sun ɗaura ni da igiyoyi, ba zan manta da dokokinka ba.","The ropes of the wicked bind me, but I won’t forget your law."
"Kifi a ciki Nilu za su mutu, ruwan kuma zai yi ɗoyi; Masarawa ba za su iya shan ruwansa ba.’ ”",The fish that are in the river will die and the river will become foul. The Egyptians will loathe to drink water from the river.”’”
"Sa’an nan za ku ƙazantar da gumakanku da kuka dalaye da zinariya; za ku zubar da su kamar rigar al’adar mace ku kuma ce musu, “Ku ɓace mana da gani!”","You shall defile the overlaying of your engraved images of silver, and the plating of your molten images of gold. You shall cast them away as an unclean thing. You shall tell it, “Go away!”"
"Mutanenta duk suna ruri kamar zakoki, suna gurnani kamar ’ya’yan zaki.",They will roar together like young lions. They will growl as lions’ cubs.
"“Zuwa ga mala’ikan ikkilisiya a Simirna, ka rubuta, Waɗannan su ne kalmomin wannan da yake na Farko da na Ƙarshe, wanda ya mutu ya kuma sāke tashi da rai.","“To the angel of the assembly in Smyrna write: “The first and the last, who was dead, and has come to life says these things:"
"“Har yanzu wani ya ce, ‘Na yi aure yanzun nan, don haka ni ba zan iya zuwa ba.’","“Another said, ‘I have married a wife, and therefore I can’t come.’"
"Amma saboda bawana Dawuda da kuma birnin Urushalima, wadda na zaɓa daga dukan kabilan Isra’ila, zai sami kabila guda.","(but he shall have one tribe, for my servant David’s sake and for Jerusalem’s sake, the city which I have chosen out of all the tribes of Israel),"
"Zai zama da albarka in maigida ya dawo, ya tarar da bayinsa suna zaman tsaro. Gaskiya ni faɗa muku, zai sa kayan hidima da kansa, ya sa bayinsa su zauna kan tebur, sa’an nan ya yi musu hidimar abinci.","Blessed are those servants whom the lord will find watching when he comes. Most certainly I tell you that he will dress himself, make them recline, and will come and serve them."
"Yesu ya amsa ya ce, “Gaskiya ne, Iliya zai zo da fari, yă kuma mayar da dukan abubuwa. Don me kuma aka rubuta cewa, dole Ɗan Mutum yă sha wahala sosai, kuma a ƙi shi?","He said to them, “Elijah indeed comes first, and restores all things. How is it written about the Son of Man, that he should suffer many things and be despised?"
"Saboda haka dukan fadawa da mutane suka yi yarjejjeniyar cewa za su ’yantar da bayinsu maza da mata ba za su kuwa ƙara riƙe su bayi ba. Suka yarda, suka kuma sake su.","All the princes and all the people obeyed who had entered into the covenant, that everyone should let his male servant and everyone his female servant go free, that no one should make bondservants of them any more. They obeyed and let them go,"
"Da masu ginin suka aza harsashin ginin haikalin Ubangiji, sai firistoci suka sa kayansu na firistoci suka riƙe ƙahonin busa, Lawiyawa (’ya’yan Asaf) kuwa suka riƙe kuge, suka yi shiri domin su rera yabo ga Ubangiji kamar yadda Dawuda Sarkin Isra’ila ya ba da umarni.","When the builders laid the foundation of Yahweh’s temple, they set the priests in their vestments with trumpets, with the Levites the sons of Asaph with cymbals, to praise Yahweh, according to the directions of David king of Israel."
"“Sa’an nan itatuwan suka ce wa kuringar inabi, ‘Ki zo ki zama sarkinmu.’","“The trees said to the vine, ‘Come and reign over us.’"
"Wane ne kuke yi wa ba’a? Ga wa kuke masa gwalo kuna kuma fitar da harshe? Ashe, ku ba tarin ’yan tawaye ba ne, zuriyar maƙaryata?","Whom do you mock? Against whom do you make a wide mouth and stick out your tongue? Aren’t you children of disobedience and offspring of falsehood,"
"Na kawo su cikin gidan Ubangiji, a cikin ɗakin ’ya’yan Hanan ɗan Igdaliya maza mutumin Allah. Ɗakin ne kusa da ɗakin fadawa, wanda yake bisa na Ma’asehiya ɗan Shallum mai tsaron ƙofa.","and I brought them into Yahweh’s house, into the room of the sons of Hanan the son of Igdaliah, the man of God, which was by the room of the princes, which was above the room of Maaseiah the son of Shallum, the keeper of the threshold."
"Ba zan ƙara bari ƙafafun Isra’ilawa su bar ƙasar da na ba wa kakanninku ba, in dai suka yi hankali ga yin kome da na umarce su game da duka dokoki, ƙa’idodi da kuma farillai da na bayar ta wurin Musa.”","I will not any more remove the foot of Israel from off the land which I have appointed for your fathers, if only they will observe to do all that I have commanded them, even all the law, the statutes, and the ordinances given by Moses.”"
"Ku kiyaye farillaina, ku kuma bi su. Ni ne Ubangiji, wanda ya mai da ku masu tsarki.","You shall keep my statutes, and do them. I am Yahweh who sanctifies you."
"Amma ka faɗa wa bayinka, ‘Sai kun kawo ƙaramin ɗan’uwanku tare da ku, in ba haka ba, ba za ku sāke ganin fuskata ba.’","You said to your servants, ‘Unless your youngest brother comes down with you, you will see my face no more.’"
Saboda haka zai tare hanyarta da ƙaya; zan yi mata katanga don kada tă sami hanya.,"Therefore behold, I will hedge up your way with thorns, and I will build a wall against her, that she can’t find her way."
"Haka ma abincin da na tanada miki, lallausan gari, man zaitun, da zuman da na ba ki ki ci, kin miƙa su kamar turare mai ƙanshi a gabansu, in ji Ubangiji Mai Iko Duka.","My bread also which I gave you, fine flour, oil, and honey, with which I fed you, you even set it before them for a pleasant aroma; and so it was,” says the Lord Yahweh."
"Shilo cikin Kan’ana, suka ce musu, “Ubangiji ya yi umarni ta wurin Musa cewa a ba mu garuruwan da za mu zauna a ciki, da wurin kiwo mai kyau don dabbobinmu.”","They spoke to them at Shiloh in the land of Canaan, saying, “Yahweh commanded through Moses to give us cities to dwell in, with their pasture lands for our livestock.”"
"Kawu ko yaron ɗan’uwan mahaifin wannan mutum, ko kuwa wani dangi a cikin zuriyarsa, zai iya fanshe shi. Ko kuma in ya azurta, zai iya fansar kansa.","or his uncle, or his uncle’s son, may redeem him, or any who is a close relative to him of his family may redeem him; or if he has grown rich, he may redeem himself."
"Yohanan na takwas, Elzabad na tara,","Johanan the eighth, Elzabad the ninth,"
"Ubangiji, ta waɗannan abubuwa ne mutane suke rayuwa; ruhuna kuma yana samun rai a cikinsu shi ma. Ka maido mini da lafiya ka kuma sa na rayu.","Lord, men live by these things; and my spirit finds life in all of them. You restore me, and cause me to live."
"Kada ka yi marmari dare yă yi, don a fitar da mutane daga gidajensu.","Don’t desire the night, when people are cut off in their place."
"Saboda haka fushin Ubangiji ya yi ƙuna a kan wannan ƙasa, har ya kawo dukan la’anoni da aka rubuta a wannan littafi a kanta.","Therefore Yahweh’s anger burned against this land, to bring on it all the curses that are written in this book."
"Ko da Babilon za tă kai sararin sama ne, ta gina kagaranta mai ƙarfi, duk da haka zan aiki masu hallakarwa a kanta,” in ji Ubangiji.","Though Babylon should mount up to the sky, and though she should fortify the height of her strength, yet destroyers will come to her from me,” says Yahweh."
"’Ya’yan Sama’ila maza su ne, Yowel ɗan fari da Abiya ɗa na biyu.","The sons of Samuel: the firstborn, Joel, and the second, Abijah."
"to, kai mai koya wa waɗansu, ba kanka kake koya wa ba? Kai da kake wa’azi kada a yi sata, kana sata?","You therefore who teach another, don’t you teach yourself? You who preach that a man shouldn’t steal, do you steal?"
"Da yake kun ji duka game da shi, kuka kuma koyi gaskiyar da take cikin Yesu,","if indeed you heard him and were taught in him, even as truth is in Jesus:"
"Ba za ku ci wani halittar da take rarrafe a ƙasa, ko tana jan ciki, ko tana tafiya a kan ƙafafu huɗu, ko a kan ƙafafu da yawa ba; abin ƙyama ne.","Whatever goes on its belly, and whatever goes on all fours, or whatever has many feet, even all creeping things that creep on the earth, them you shall not eat; for they are an abomination."
"A kudu, a nan ne sashe sansanin mutanen Ruben a ƙarƙashin ƙa’idarsu, za su yi sansani. Shugaban mutanen Ruben shi ne Elizur ɗan Shedeyur.",“On the south side shall be the standard of the camp of Reuben according to their divisions. The prince of the children of Reuben shall be Elizur the son of Shedeur.
Abin da yake dogara a kai ba shi da ƙarfi; abin da yake dogara a kai yanar gizo ce.,"whose confidence will break apart, whose trust is a spider’s web."
"Ku tuna da ranar da kuka tsaya a gaban Ubangiji Allahnku a Horeb, sa’ad da ya ce mini, “Ka tara mutane a gabana, don su ji maganata, su koya yin mini bangirma muddin ransu a ƙasar, su kuma iya koyar da su ga ’ya’yansu.”","the day that you stood before Yahweh your God in Horeb, when Yahweh said to me, “Assemble the people to me, and I will make them hear my words, that they may learn to fear me all the days that they live on the earth, and that they may teach their children.”"
Na zaɓi na kuma tsarkake wannan haikali saboda Sunana yă kasance a can har abada. Idanuna da kuma zuciyata kullum za su kasance a can.,"For now I have chosen and made this house holy, that my name may be there forever; and my eyes and my heart will be there perpetually."
Haka ya dalaye dukan cikin da zinariya. Ya kuma dalaye bagade na cikin wuri mai tsarki da zinariya.,"He overlaid the whole house with gold, until all the house was finished. He also overlaid the whole altar that belonged to the inner sanctuary with gold."
Don ya san saboda sonkai ne suka ba da Yesu a gare shi.,For he knew that because of envy they had delivered him up.
Wannan fa shi ne sau na uku da Yesu ya bayyana kansa ga almajiransa bayan an tashe shi daga matattu.,This is now the third time that Jesus was revealed to his disciples after he had risen from the dead.
"Kuna ƙarƙashin la’ana, dukan al’ummarku, domin kuna yin mini fashi.","You are cursed with the curse; for you rob me, even this whole nation."
"Allah na Isra’ila ya yi magana, Dutsen Isra’ila ya ce mini, ‘Sa’ad da wani ya yi mulkin mutane da adalci, sa’ad da ya yi mulki da tsoron Allah,","The God of Israel said, the Rock of Israel spoke to me, ‘One who rules over men righteously, who rules in the fear of God,"
"Ko hannunka irin na Allah ne, kuma ko muryarka za tă iya tsawa kamar ta Allah?",Or do you have an arm like God? Can you thunder with a voice like him?
“Ku zo ku taimake ni in kai wa Gibeyon hari. Domin sun yi yarjejjeniya ta salama da Yoshuwa da Isra’ilawa.”,“Come up to me and help me. Let’s strike Gibeon; for they have made peace with Joshua and with the children of Israel.”
"Takobi ba ta iya yankanta, kibiya ko māshi ba sa iya huda ta.","If one attacks him with the sword, it can’t prevail; nor the spear, the dart, nor the pointed shaft."
"Allah, wanda ya san zuciya, ya nuna cewa ya karɓe su ta wurin ba su Ruhu Mai Tsarki, kamar yadda ya ba mu.","God, who knows the heart, testified about them, giving them the Holy Spirit, just like he did to us."
"Gidan Yahuda suka zo gaba, sai aka ware gidan Zera, aka sa suka fito iyali-iyali, sai aka ware Zabdi.","He brought near the family of Judah, and he selected the family of the Zerahites. He brought near the family of the Zerahites man by man, and Zabdi was selected."
"Sarki ya ce wa Barzillai, “Ka ƙetaro tare da ni ka zauna tare da ni a Urushalima, zan kuwa tanada maka.”","The king said to Barzillai, “Come over with me, and I will sustain you with me in Jerusalem.”"
"Ƙungiyoyi uku ɗin nan suka busa ƙahonin, suka fasa tuluna. Suka ɗauki acibalbal a hannuwansu na hagu da ƙahonin busawa a hannuwansu na dama, sai suka yi ihu, “Takobi don Ubangiji da kuma don Gideyon!”","The three companies blew the trumpets, broke the pitchers, and held the torches in their left hands and the trumpets in their right hands with which to blow; and they shouted, “The sword of Yahweh and of Gideon!”"
"Ka ƙi Yahuda ɗungum ke nan? Kana ƙyamar Sihiyona ne? Me ya sa ka buge mu don kada mu warke? Mun sa zuciya ga salama babu abin alherin da ya zo, mun sa rai ga lokacin warkarwa amma sai ga razana.","Have you utterly rejected Judah? Has your soul loathed Zion? Why have you struck us, and there is no healing for us? We looked for peace, but no good came; and for a time of healing, and behold, dismay!"
"Gama ba masu jin dokar ne suke da adalci a gaban Allah ba, amma waɗanda suke yin biyayya da dokar, su za a ce da su masu adalci.","For it isn’t the hearers of the law who are righteous before God, but the doers of the law will be justified"
"Bisa ga umarnin sarki, aka bar kowane baƙo yă sha yadda ya ga dama, gama sarki ya umarci dukan bayin da suke rarraba ruwan inabin su ba wa kowa abin da yake so.","In accordance with the law, the drinking was not compulsory; for so the king had instructed all the officials of his house, that they should do according to every man’s pleasure."
"Yehoshafat ya rusuna da fuskarsa har ƙasa, dukan mutanen Yahuda da Urushalima suka fāɗi rubda ciki suka yi sujada a gaban Ubangiji.","Jehoshaphat bowed his head with his face to the ground; and all Judah and the inhabitants of Jerusalem fell down before Yahweh, worshiping Yahweh."
"Amma Hamor ya ce musu, “Ɗana Shekem ya sa zuciyarsa a kan ’yarku. Ina roƙonku ku ba shi ita yă aura.","Hamor talked with them, saying, “The soul of my son, Shechem, longs for your daughter. Please give her to him as a wife."
"abokan gāban mutum, za su zama mutanen gidansa ne.’",A man’s foes will be those of his own household.
"domin ya koyar kamar wani wanda yake da iko, ba kamar malamansu na dokoki ba.","for he taught them with authority, and not like the scribes."
"“Saboda haka bari dukan Isra’ila su tabbatar da wannan. Allah ya mai da wannan Yesu, da kuka gicciye, Ubangiji da kuma Kiristi.”","“Let all the house of Israel therefore know certainly that God has made him both Lord and Christ, this Jesus whom you crucified.”"
"Haka Isra’ilawa suka raba ƙasar, yadda Ubangiji ya umarci Musa.","The children of Israel did as Yahweh commanded Moses, and they divided the land."
"“Sa’an nan zai yanka akuya na hadaya don zunubi saboda mutane, yă kai jinin bayan labule, yă yi da shi yadda ya yi da jinin bijimin. Zai yayyafa shi a kan murfin kafarar da kuma a gabansa.","“Then he shall kill the goat of the sin offering that is for the people, and bring his blood within the veil, and do with his blood as he did with the blood of the bull, and sprinkle it on the mercy seat and before the mercy seat."
"Nan da nan aka kira magatakardun fada, a ranar ashirin da uku ga watan uku, wato, watan Siban. Suka rubuta dukan umarnan Mordekai ga Yahudawa, da kuma ga shugabanni, da gwamnoni, da hakiman larduna 127 tun daga Indiya har zuwa Kush. Aka rubuta waɗannan umarnan a rubutun kowane lardi, da kuma cikin harshen kowane mutane. Aka kuma rubuta ga Yahudawa a rubutunsu da harshensu.","Then the king’s scribes were called at that time, in the third month, which is the month Sivan, on the twenty-third day of the month; and it was written according to all that Mordecai commanded to the Jews, and to the local governors, and the governors and princes of the provinces which are from India to Ethiopia, one hundred twenty-seven provinces, to every province according to its writing, and to every people in their language, and to the Jews in their writing, and in their language."
"Allah, wanda ya kira ku zuwa ga zumunci tare da Ɗansa Yesu Kiristi Ubangijinmu, shi mai aminci ne.","God is faithful, through whom you were called into the fellowship of his Son, Jesus Christ our Lord."
"Ubangiji ya ce wa Musa,","Yahweh spoke to Moses, saying,"
"Da Gideyon ya ji mafarkin da fassararsa, sai ya yi wa Allah sujada. Ya koma sansanin Isra’ila ya yi kira da ƙarfi ya ce, “Ku tashi! Ubangiji ya ba da sansanin Midiyawa a hannuwanku.”","It was so, when Gideon heard the telling of the dream and its interpretation, that he worshiped. Then he returned into the camp of Israel and said, “Arise, for Yahweh has delivered the army of Midian into your hand!”"
"Ya yi girma sai da ya kai rundunar sammai, ya kuma fid da waɗansu rundunar taurari zuwa ƙasa ya kuma tattake su.","It grew great, even to the army of the sky; and it cast down some of the army and of the stars to the ground and trampled on them."
"Sai Ubangiji ya tambaye ni, “Me kake gani, Amos?” Sai na amsa, “Igiyar gwada gini.” Sa’an nan Ubangiji ya ce, “Duba, zan sa igiyan nan a cikin mutanena Isra’ila; ba zan ƙara barinsu ba.","Yahweh said to me, “Amos, what do you see?” I said, “A plumb line.” Then the Lord said, “Behold, I will set a plumb line in the middle of my people Israel. I will not again pass by them any more."
Amma nan da nan suka manta abin da ya yi ba su kuwa jira shawararsa ba.,"They soon forgot his works. They didn’t wait for his counsel,"
"Akish ya amince da Dawuda sosai, har ya ce wa kansa, “Ga shi ya mai da kansa abin ƙi ga mutanensa Isra’ilawa, zai zama bawana har abada.”","Achish believed David, saying, “He has made his people Israel utterly to abhor him. Therefore he will be my servant forever.”"
"Da suka isa Salamis, sai suka yi shelar maganar Allah a majami’un Yahudawa. Yohanna yana tare da su a matsayin mai taimakonsu.","When they were at Salamis, they proclaimed God’s word in the Jewish synagogues. They also had John as their attendant."
"Sai waɗanda suka dawo daga bauta suka yi yadda aka zartar. Ezra firist ya zaɓi mutane waɗanda su ne shugabannin iyalai, ɗaya daga kowane sashe, aka rubuta sunan kowannensu. A ranar ɗaya ga watan goma kuwa suka zauna don su yi binciken waɗannan abubuwa.","The children of the captivity did so. Ezra the priest, with certain heads of fathers’ households, after their fathers’ houses, and all of them by their names, were set apart; and they sat down in the first day of the tenth month to examine the matter."
"Sai Mordekai ya rubuta waɗannan abubuwa, ya kuma aika wasiƙu ga dukan Yahudawa ko’ina a lardunan Sarki Zerzes, na kusa da na nesa.","Mordecai wrote these things, and sent letters to all the Jews who were in all the provinces of the King Ahasuerus, both near and far,"
"da Ahaz, da Hezekiya da Manasse,","Ahaz his son, Hezekiah his son, Manasseh his son,"
"Sai kuma Mattaniya ɗan Mika, ɗan Zabdi, ɗan Asaf, shugaban da yake bi da hidimar godiya da kuma addu’a. Sai Bakbukiya, na biyu a cikin ’yan’uwansa; da Abda ɗan Shammuwa, ɗan Galal, ɗan Yedutun.","and Mattaniah the son of Mica, the son of Zabdi, the son of Asaph, who was the chief to begin the thanksgiving in prayer, and Bakbukiah, the second among his brothers; and Abda the son of Shammua, the son of Galal, the son of Jeduthun."
"Da Yobab ya mutu, Husham daga ƙasar Temaniyawa ya gāje shi a matsayin sarki.","Jobab died, and Husham of the land of the Temanites reigned in his place."
"Duniya ta bushe ta kuma yanƙwane, duniya tana shan azaba ta kuma raunana, masu daraja na duniya suna shan azaba.",The earth mourns and fades away. The world languishes and fades away. The lofty people of the earth languish.
"Sa’ad da ka fito a gaban mutanenka, ya Allah, sa’ad da ka taka ta cikin ƙasar da take wofi, Sela","God, when you went out before your people, when you marched through the wilderness... Selah."
"Ku ɗauki nawayar juna, a haka kuwa za ku cika dokar Kiristi.","Bear one another’s burdens, and so fulfill the law of Christ."
"ya ce, “Ɗan ƙaramin abu ne ka zama bawana don ka maido da kabilar Yaƙub ka kuma dawo da waɗannan na Isra’ilawan da na kiyaye. Zan kuma mai da kai haske ga Al’ummai, don ka kawo cetona zuwa iyakokin duniya.”","Indeed, he says, “It is too light a thing that you should be my servant to raise up the tribes of Jacob, and to restore the preserved of Israel. I will also give you as a light to the nations, that you may be my salvation to the end of the earth.”"
"Ya gina Wuri Mafi Tsarki, tsawonsa daidai da fāɗin haikalin. Tsawonsa kamu ashirin, fāɗinsa kuwa kamu ashirin. Ya shafe cikin da talenti ɗari shida na zinariya zalla.","He made the most holy place. Its length, according to the width of the house, was twenty cubits, and its width twenty cubits; and he overlaid it with fine gold, amounting to six hundred talents."
"Arfakshad shi ne mahaifin Shela, Shela kuwa shi ne mahaifin Eber.","Arpachshad became the father of Shelah, and Shelah became the father of Eber."
"Sai Yoshuwa ɗan Nun, wanda yake mataimakin Musa tun yana saurayi, ya amsa ya ce, “Ranka yă daɗe, Musa, ka hana su!”","Joshua the son of Nun, the servant of Moses, one of his chosen men, answered, “My lord Moses, forbid them!”"
"Yaƙub ya ce wa mahaifiyarsa Rebeka, “Amma ɗan’uwana Isuwa mutum ne mai gashi a jiki, ni kuma jikina sumul yake.","Jacob said to Rebekah his mother, “Behold, Esau my brother is a hairy man, and I am a smooth man."
"Da yamma ta yi, sai almajiransa suka zo wurinsa suka ce, “Wurin nan fa ba kowa, ga shi kuma rana ta kusa fāɗuwa. Ka sallami taron don su shiga ƙauyuka su nemi wa kansu abinci.”","When evening had come, his disciples came to him, saying, “This place is deserted, and the hour is already late. Send the multitudes away, that they may go into the villages, and buy themselves food.”"
"Amma ni, da waƙar godiya, zan miƙa tawa hadaya gare ka. Abin da na yi alkawari, shi ne zan yi. Ceto yakan zo ne kawai daga wurin Ubangiji.”",But I will sacrifice to you with the voice of thanksgiving. I will pay that which I have vowed. Salvation belongs to Yahweh.”
"Zan sa ka azurta sosai, zan yi al’ummai daga cikinka, sarakuna kuma za su fito daga cikinka,","I will make you exceedingly fruitful, and I will make nations of you. Kings will come out of you."
"A wajen kudu za tă fara daga Tamar har zuwa ruwan Meriba Kadesh, sa’an nan ta bi Rafin Masar zuwa Bahar Rum. Wannan ita ce iyakar a wajen kudu.","“The south side southward shall be from Tamar as far as the waters of Meriboth Kadesh, to the brook, to the great sea. This is the south side southward."
"Ku shirya kanku iyali-iyali a sassanku, bisa ga umarnan da Dawuda sarkin Isra’ila da kuma ɗansa Solomon suka rubuta.","Prepare yourselves after your fathers’ houses by your divisions, according to the writing of David king of Israel, and according to the writing of Solomon his son."
"Ya Ubangiji an ɗaga hannunka sama, amma ba sa ganinsa. Bari su ga himmarka don mutanenka su kuma sha kunya; bari wutar da aka ajiye don abokan gābanka ta cinye su.","Yahweh, your hand is lifted up, yet they don’t see; but they will see your zeal for the people and be disappointed. Yes, fire will consume your adversaries."
"To, ba a yi jiki da gaɓa ɗaya kawai ba, amma da gaɓoɓi da yawa.","For the body is not one member, but many."
"“Ka yi hankali da abokanka; kada ka amince da ’yan’uwanka. Gama kowane ɗan’uwa munafuki ne, kowane aboki kuma mai kushe ne.","“Everyone beware of his neighbor, and don’t trust in any brother; for every brother will utterly supplant, and every neighbor will go around like a slanderer."
"Sunan matarsa kuwa Ahinowam, ’yar Ahimawaz. Sunan shugaban ƙungiyar sojan Shawulu kuwa Abner ne ɗan Ner, shi Ner kuwa ɗan’uwan mahaifin Shawulu ne.","The name of Saul’s wife was Ahinoam the daughter of Ahimaaz. The name of the captain of his army was Abner the son of Ner, Saul’s uncle."
"A ƙafafunsa kuwa ya sa ƙarafar tagulla, rataye a bayansa kuma māshi ne na tagulla.",He had bronze shin armor on his legs and a bronze javelin between his shoulders.
Wane mutum ne yana da isashiyar hikimar fahimtar wannan? Wa Ubangiji ya umarta da zai iya yin bayani? Me ya sa aka lalace ƙasar ta zama kufai kamar hamada da ba wanda zai iya ratsa ta?,"Who is wise enough to understand this? Who is he to whom the mouth of Yahweh has spoken, that he may declare it? Why has the land perished and burned up like a wilderness, so that no one passes through?"
"Sai Rahila ta ce wa mahaifinta, “Kada ka yi fushi, ranka yă daɗe da ban tashi tsaye a gabanka ba; gama ina al’adar mata ne.” Saboda haka ya bincika amma bai sami gumakan gidan ba.","She said to her father, “Don’t let my lord be angry that I can’t rise up before you; for I’m having my period.” He searched, but didn’t find the teraphim."
"To, Isra’ilawa suka yi juyayin ’yan’uwansu, mutanen Benyamin. “Yau an hallaka kabila daga cikin Isra’ila.","The children of Israel grieved for Benjamin their brother, and said, “There is one tribe cut off from Israel today."
"Ku zaɓi umarnina a maimakon azurfa, sani a maimakon zinariya zalla,","Receive my instruction rather than silver, knowledge rather than choice gold."
"Saboda haka, kada ku ji tsoro. Zan tanada muku da kuma ’ya’yanku.” Ya sāke tabbatar musu, ya kuma yi musu magana ta alheri.","Now therefore don’t be afraid. I will provide for you and your little ones.” He comforted them, and spoke kindly to them."
"“Daga sama ya miƙo hannu ya ɗauke ni, ya tsamo ni daga zurfafa ruwaye.",He sent from on high and he took me. He drew me out of many waters.
"Hadad shi ma ya mutu. Manyan Edom su ne, Timna, Alwa, Yetet","Then Hadad died. The chiefs of Edom were: chief Timna, chief Aliah, chief Jetheth,"
"Sai ya tashi ya kama hanya ya koma wurin mahaifinsa. “Amma tun yana nesa, mahaifinsa ya hange shi. Tausayi kuma ya kama shi, sai ya tashi ya ruga da gudu wurinsa, ya rungume shi, ya yi masa sumba.","“He arose and came to his father. But while he was still far off, his father saw him and was moved with compassion, and ran, fell on his neck, and kissed him."
"Ku saurara, ’yan’uwana ƙaunatattu. Ashe, Allah bai zaɓi waɗanda suke matalauta a idon duniya don su zama masu wadata cikin bangaskiya, su kuma gāji mulkin da ya yi wa masu ƙaunarsa alkawari ba?","Listen, my beloved brothers. Didn’t God choose those who are poor in this world to be rich in faith and heirs of the Kingdom which he promised to those who love him?"
"Suka je wurin Eleyazar firist, da Yoshuwa ɗan Nun, da kuma shugabannin, suka ce musu, “Ubangiji ya umarci Musa cewa yă ba mu gādonmu tare da ’yan’uwanmu maza.” Saboda haka Yoshuwa ya ba su gādo tare da ’yan’uwan mahaifinsu maza bisa ga umarnin Ubangiji.","They came to Eleazar the priest, and to Joshua the son of Nun, and to the princes, saying, “Yahweh commanded Moses to give us an inheritance among our brothers.” Therefore according to the commandment of Yahweh he gave them an inheritance among the brothers of their father."
"Su ne suka haye Urdun a wata na farko sa’ad da kogin ya yi ambaliya, suka kuma kori duk mai rai a kwarin, na wajen gabas da na wajen yamma.","These are those who went over the Jordan in the first month, when it had overflowed all its banks; and they put to flight all who lived in the valleys, both toward the east and toward the west."
"To, in hidimar da ta kawo mutuwa, wadda an rubuta a kan allon dutse, ta zo da ɗaukaka har Isra’ilawa suka kāsa duban fuskar Musa saboda tsananin haskenta, ko da yake mai shuɗewa ce,","But if the service of death, written engraved on stones, came with glory, so that the children of Israel could not look steadfastly on the face of Moses for the glory of his face, which was passing away,"
Rawani ya fāɗi daga kanmu. Kaiton mu gama mun yi zunubi!,"The crown has fallen from our head. Woe to us, for we have sinned!"
"Zan fitar da ku daga al’ummai in tattara ku daga ƙasashe inda aka warwatsa ku, da hannu mai iko da kuma hannu mai ƙarfi da kuma fushi.","I will bring you out from the peoples, and will gather you out of the countries in which you are scattered with a mighty hand, with an outstretched arm, and with wrath poured out."
"Gaskiya ce cewa waɗansu suna yin wa’azin Kiristi saboda kishi da neman faɗa, amma waɗansu da nufi mai kyau suke yi.","Some indeed preach Christ even out of envy and strife, and some also out of good will."
"“Ga abin da Ubangiji yana cewa, Mai Tsarkin nan na Isra’ila, da kuma Mahaliccinsa. Game da abubuwan da ke zuwa, kun tambaye ni game da ’ya’yana, ko kuwa kun ba ni umarni game da aikin hannuwana?","Yahweh, the Holy One of Israel and his Maker says: “You ask me about the things that are to come, concerning my sons, and you command me concerning the work of my hands!"
"kuma, “Zai zama cewa a daidai inda aka ce musu, ‘Ku ba mutanena ba,’ za a ce da su, ‘’ya’yan Allah mai rai.’ ”","“It will be that in the place where it was said to them, ‘You are not my people,’ there they will be called ‘children of the living God.’”"
"Maganar Ubangiji ta zo mini cewa,","Moreover Yahweh’s word came to me, saying,"
"Wahayoyinsu ƙarya ne suna yin dubansu na ƙarya ne. Sukan ce, Ubangiji ya furta, alhali kuwa Ubangiji bai aike su ba; duk da haka sukan sa zuciya ga cikawar maganarsu.","They have seen falsehood and lying divination, who say, ‘Yahweh says;’ but Yahweh has not sent them. They have made men to hope that the word would be confirmed."
"Ta haka za ku fid da laifin zub da jinin marar laifi daga cikinku, da yake kun yi abin da yake daidai a gaban Ubangiji.","So you shall put away the innocent blood from among you, when you shall do that which is right in Yahweh’s eyes."
"Ta wurinsa ne dukan ginin yake a haɗe, shi ne kuma yake sa ginin yă yi girma, yă zama haikali mai tsarki domin Ubangiji.","in whom the whole building, fitted together, grows into a holy temple in the Lord;"
Hezekiya ya karɓi wasiƙar daga jakadun ya karanta ta. Sa’an nan ya haura zuwa haikalin Ubangiji ya shimfiɗa ta a gaban Ubangiji.,"Hezekiah received the letter from the hand of the messengers and read it. Then Hezekiah went up to Yahweh’s house, and spread it before Yahweh."
Kada ka yi zina.,“You shall not commit adultery.
